orp_mV,ec_uScm,tds_mgL,turbidity_NTU,temp_C,pH,do_mgL,bod_mgL,hour,day,month,dayofweek,site_name,class
600.0,384.1854378243281,251.5231625248284,29.105255934711828,25.289630280886193,6.332606843833712,8.725935968641739,1.0,6,11,10,1,Coastal Bio-Swale,1
326.5219446215964,852.71268278137,550.2833260589982,3.8786069793668867,29.58294184986019,7.269546202369407,6.691244351163955,3.8527677663134665,2,8,5,3,Effluent Plant C,0
330.86691678137504,1145.2629808182178,747.0018572978549,4.776975798153436,28.56462165876478,5.022663159284941,7.927356726928511,1.0,22,10,7,1,Coastal Bio-Swale,1
31.965536399843018,965.4779042121547,622.1355386607532,10.899574456543183,36.3949294162017,8.089085559661353,3.2068312972874393,14.429712479349194,13,30,5,5,Coastal Bio-Swale,2
392.3292058822748,890.8030680268921,565.2401106991489,15.339184910865493,22.458362432727483,8.381681622901446,6.796405625461944,8.710004170360767,23,19,5,6,Tank A (Main Reservoir),1
229.73654347047693,713.4175909995407,463.52255621118013,7.959265755118601,28.117075935619308,7.475710790331305,6.870255000928726,5.012525160260997,9,11,9,2,Effluent Plant C,1
240.72950932269632,1002.8314787884495,638.9467176335937,22.3805153537332,29.725380399511053,6.047696490697246,5.722450909154478,10.235281710635466,15,7,3,2,Metro Reservoir A,2
376.6931032722998,1048.0667659450125,687.2176932195471,1.410724650631112,26.974389777870815,7.742277103339766,6.61160764528749,6.256177787066996,15,11,6,6,Effluent Plant C,1
420.4452343550554,722.806740144597,469.4494733767399,26.53547508537756,22.65169956844865,8.144829656033203,8.123379017506545,3.1629279868691005,21,17,1,5,Metro Reservoir A,0
301.66361812473616,515.412646944071,349.2511399978845,3.1853891879426834,33.02841112262078,6.308116359866287,7.2282410286734775,2.4422315127953977,9,1,10,2,Tank A (Main Reservoir),1
292.0189841081934,517.3633713941572,332.98382029595973,22.562253560529822,29.347737320576208,8.320790667784543,4.913310285403305,9.344626380730972,12,26,5,6,Industrial Basin B,2
421.54245411487113,1063.6202834142996,691.1529122508596,6.12265292068561,22.932413148293623,7.829420921513011,9.09623016987688,1.7306529912944328,5,29,8,2,Coastal Bio-Swale,0
92.71591383430011,336.7180036707334,204.1704418745116,18.883077684334516,29.75467185023304,6.871180423417084,6.041201731024073,7.074261928396009,11,21,5,6,Tank A (Main Reservoir),1
364.2609722303923,1303.1177525891337,835.9856060712315,12.13722524870832,34.80626428021143,6.530813305081617,5.0252179704688125,7.237996517580994,8,21,9,4,Coastal Bio-Swale,1
259.28164645331753,663.162291951619,414.26826214506707,2.9351391721025983,27.85473626633632,6.985350474182333,6.165699365901137,3.5115839090448846,12,8,11,3,Industrial Basin B,0
260.0489693572836,892.8595790912715,591.1336645207881,26.01616320558359,27.991149322117753,6.035198679140672,6.674421733228429,7.058605988904737,3,23,6,3,Industrial Basin B,2
278.844306149402,1010.5130173931278,652.237918155592,3.817230500636697,34.27202012417328,7.512315275893165,5.052717044139848,6.877104825950866,23,24,8,1,Tank A (Main Reservoir),1
245.124247950001,594.8942854912744,399.95208308326244,3.7989926216974235,24.118464072994986,7.87018142493508,7.464798193742457,6.7321681594071645,10,6,10,5,Industrial Basin B,1
321.3803129796117,662.0306472034265,403.51380934148887,17.82970877983244,34.910208170482726,8.602315911354587,5.1301041836591565,7.127502859526056,19,22,8,6,Metro Reservoir A,2
207.57475171960343,839.5910005836726,561.2148943648283,2.119077415671194,31.89164428147295,7.556938326268739,6.527723238604549,4.173044696718407,17,18,3,0,Industrial Basin B,0
243.00166704867866,543.8837542353177,352.84421134590775,3.510749080159098,24.303124144079938,7.669581319452643,7.106842565484066,6.113142223275606,10,6,7,1,Coastal Bio-Swale,1
526.4032039506739,479.7074710002274,315.2083300398011,8.005295098639547,25.32692400062354,6.878390708993572,8.441544188006025,1.0,20,5,7,1,Coastal Bio-Swale,0
212.05014922339757,506.66532659607634,318.70303498561793,18.747668373714582,25.900748665270843,6.151075724564793,5.702251690254208,10.30150572643557,3,13,10,6,Coastal Bio-Swale,2
262.27062367123716,1162.7438858270634,761.0564249759644,2.595632720389951,20.66574314405164,6.68408163489095,8.794020572477864,3.861891313118738,17,19,12,6,Coastal Bio-Swale,0
361.00808492947937,919.3774540146,593.8562036489379,8.933393739503742,29.041886996283523,8.913684974282985,7.1730911572331255,2.6884373279202145,0,22,6,1,Metro Reservoir A,1
331.70627585149487,562.0498823370956,353.3928812986598,13.421614351762894,24.484211987008585,7.960897124103571,7.432459849161369,7.140553191051812,6,8,12,1,Effluent Plant C,1
87.89691288379413,1061.8278368702292,678.1114304366297,20.703735252593034,29.186205285725222,7.688876613173244,5.663438708330343,7.784662379998751,5,9,7,3,Tank A (Main Reservoir),1
512.1156331443458,578.6734259501353,363.88422250176495,28.421070093467694,22.836226998699132,5.021555052363906,7.768980810595238,3.91282723427215,14,17,2,0,Coastal Bio-Swale,1
465.52517347595403,214.8763395027779,143.47201663477392,16.35443835371936,31.692052947578,7.5753759800924385,6.207788231701409,5.838063172581775,17,3,9,1,Industrial Basin B,1
326.34092672004607,1009.0426973481058,649.5214371176528,11.5793609165516,30.950503720522008,5.604380871128846,7.169498612667967,5.269941322987298,23,19,10,3,Coastal Bio-Swale,2
301.3308493515066,1293.869285542972,824.6140980458334,6.684901985886802,25.176483943759138,5.68995768683414,7.005505335633808,4.584739426686238,10,11,10,1,Industrial Basin B,1
222.3765565789283,967.4119014557049,632.5107310865853,2.1890759119397716,29.438596631528462,5.824376869385903,5.322332631088056,9.090966989611909,19,24,1,2,Industrial Basin B,2
405.81081928000935,233.79891456947473,130.24199923813194,13.369685337119126,28.33168223723832,6.2725998479564415,7.282662931816122,5.276502524669924,23,17,1,1,Coastal Bio-Swale,2
263.90143609847297,792.9333799337737,528.6974179268939,50.25004234686224,33.929197944611644,8.200067387953695,4.908492586842909,8.63529004019081,14,21,3,6,Metro Reservoir A,2
393.38953788560116,717.6266000741113,486.32139581090485,14.34691374673856,23.870084128420512,7.471910551413598,8.518526947820781,3.39358807520429,15,19,3,5,Industrial Basin B,0
524.4856152512133,913.4636487931679,580.6271349602918,1.1685229940929545,27.390808086023412,6.068224466426997,8.044380663962832,1.6423337372320976,6,2,1,5,Industrial Basin B,1
389.5665164846089,545.8192169393617,365.30699732672554,7.856949734446393,25.43726545316891,6.5031106580598355,5.794998900821371,5.9618227192002395,20,8,12,1,Coastal Bio-Swale,1
247.3432447235036,699.9568249719383,458.46291625581495,10.53594527943078,28.17927278840067,7.797977304543886,7.39983135594869,3.6441342594343284,9,19,7,4,Industrial Basin B,0
403.1087988360787,373.9751050931865,238.08343154507844,12.701325691947922,30.133094411134373,8.037368562880387,6.74821911128392,4.7063444387925735,11,7,4,2,Industrial Basin B,0
429.55303038495816,866.5312347324157,558.7115783697718,13.719869963070474,25.392770487705164,7.360359831826481,7.694417819567438,5.96649244585381,23,28,10,0,Coastal Bio-Swale,1
336.87905076121945,385.13122421823863,256.8800788709562,9.166907691245727,26.54357511444315,5.82301150191147,6.7834733901257565,5.107759126946657,13,27,2,1,Coastal Bio-Swale,2
379.3639836157157,931.2273457168803,604.8982667399376,3.5277878487188716,31.86416319222945,6.70496871295526,7.041278561080839,4.757661955618171,4,17,10,0,Tank A (Main Reservoir),0
208.19524125906207,574.8358432990855,347.7012065713371,29.507779476002028,33.42929864770577,10.0,4.955498803714253,7.344728447080365,20,6,5,2,Metro Reservoir A,3
134.3341452708912,100.0,85.73014403003523,12.929223120857044,29.974064140811514,5.746951160258798,5.613851326243134,7.166723866757873,17,19,6,1,Metro Reservoir A,2
343.56662427111314,1038.12744292974,679.1145797641791,3.7028761943453494,27.448147605027366,7.649919442137219,4.4619733690937,12.29337995542196,4,24,9,4,Industrial Basin B,2
126.52932697693346,948.2120057637201,615.8176959382477,4.8908278260212725,27.067612315851402,9.744999594400843,6.656537387180042,8.177014858326048,2,6,4,3,Metro Reservoir A,2
449.5676956955836,1205.8826143312097,776.6394669184378,26.501195823585793,30.192505314909162,6.871818920034046,5.744527938681849,5.563249270424721,22,28,2,4,Industrial Basin B,1
205.59507954574386,172.9644478490285,110.53728606520421,22.846703922933138,28.911068005619487,9.400564631236538,5.554392362814917,9.931190807362553,4,2,5,6,Tank A (Main Reservoir),2
530.4324979707196,603.6351380490851,405.0547123204172,6.19440018615292,21.404096648434788,6.374778455084054,8.877977474973179,1.4580676265876558,23,6,3,4,Coastal Bio-Swale,1
359.4458160463871,839.4778881685598,548.2768116550259,1.3906023690139282,30.28954092923161,4.830125962716721,7.187926507721088,2.440287530123184,16,23,2,3,Coastal Bio-Swale,1
378.586060612424,971.511767910895,635.2363953865618,1.4971282703056343,24.557720842309752,6.504866432464568,6.445020326043254,6.270361590830521,18,5,12,6,Coastal Bio-Swale,1
357.7174303264105,361.1348186781704,222.24592594434188,4.339609997034841,22.33225436609739,6.290753998352873,7.987769414415877,6.461560223515872,18,19,1,3,Metro Reservoir A,2
231.42914873822778,929.4379873181647,600.6383889945399,10.918827028299944,21.326620447565098,5.195786169100529,7.590708546770825,6.896490758370807,20,20,10,5,Tank A (Main Reservoir),2
373.10440035704926,628.4669274171838,409.01401788860295,9.775380016081742,27.135582515266723,6.699061237133617,7.889605336854268,3.206644346093383,11,4,2,3,Metro Reservoir A,0
347.7414348109692,243.4764009539781,165.2253240546612,11.046515287685448,23.93390255126959,8.38919541566994,8.117463932037044,3.354320199385297,8,22,6,1,Metro Reservoir A,0
403.9052844597025,574.7957038845034,369.4590454261407,13.633087823933737,18.69455376104321,6.487055773746118,8.797934269293695,5.756763110644697,0,26,8,0,Tank A (Main Reservoir),2
366.81903814829815,954.313140984157,629.5822292944542,1.1921569823733602,26.566177972652756,6.748796211524431,7.655005688057887,3.362346513125498,17,17,3,5,Tank A (Main Reservoir),0
317.48456892561893,256.01057829010983,154.96334380511698,2.110272023449793,26.037716660456535,8.844610383729881,7.10010985932231,6.875554443385458,20,11,11,5,Tank A (Main Reservoir),2
245.16608360196227,991.1155518826276,644.9204719545776,5.454803216437572,27.40039554136648,6.302074802431123,7.672770483874195,3.713478261041765,3,4,9,0,Tank A (Main Reservoir),1
231.907496592402,885.0134007205287,574.2825616793591,2.6825298194253078,25.484408183830492,7.9427131363142855,7.996895174601698,3.347814593671503,9,26,12,5,Coastal Bio-Swale,0
365.7920444414587,723.8422768564786,455.34221534285524,1.7830759327879155,35.317318654109116,5.15108050746134,6.186463078581229,1.0,6,13,9,3,Effluent Plant C,1
260.74709263346347,309.44074700472527,200.65940398631247,11.243337199165252,30.069349178734562,6.040629565452197,5.442337393149122,7.750324422260282,21,20,2,4,Effluent Plant C,2
171.23156620451968,333.5153529697552,210.9589342246795,17.89219907172994,26.00154670551409,6.943882721762111,6.386678764010935,6.756352024056554,22,26,8,2,Tank A (Main Reservoir),1
469.460632667766,680.4555064602937,456.43382647412017,14.968565751699074,27.74549265021055,8.650943771940714,8.865248778194493,1.0,0,17,10,3,Effluent Plant C,1
314.8693735318252,462.5179934345047,296.53413537321717,17.984865192179456,33.658570669981394,6.104951979095312,5.51840254091873,7.133542498943469,16,9,11,6,Effluent Plant C,2
334.83913380836617,699.872418352809,458.425777275253,11.961848694091909,31.826491246941966,6.090528206155,6.455779634279343,3.992654153105549,23,4,12,6,Tank A (Main Reservoir),1
273.3914182687374,1071.8546472044898,684.395100854765,14.29329403956242,22.41515274249987,7.526822985110356,6.908746994900346,7.757158640166757,1,23,5,4,Effluent Plant C,1
212.8030085415621,718.0936347752216,469.1265515380263,4.171503953661036,24.102837756693482,7.719463793568538,7.554000588645757,4.101820776026832,10,28,4,4,Metro Reservoir A,0
163.6606771046278,709.8665186806505,457.2627740563274,50.629938300251396,24.872612503906637,5.9572824302640885,7.091753886956984,6.649870642619633,8,14,10,5,Industrial Basin B,2
283.65951445843353,710.1041673005562,453.8049439056818,3.023189641590582,26.241200196256766,6.573725114870111,6.826526534458911,9.48946073273695,6,19,5,1,Industrial Basin B,1
154.5799956848124,1104.0205792895122,745.9522988575574,3.414270229583482,25.61830718849583,8.503992993421178,6.162104517613397,9.057330979121199,21,26,4,1,Tank A (Main Reservoir),2
272.13612752280426,1188.0109662457012,768.6726377722072,4.409729140347097,28.13603701944431,5.783989095183176,7.808572481365987,3.883934137481858,16,28,8,5,Coastal Bio-Swale,1
249.53999015727,926.5801136520531,600.1575845805951,38.022658578156175,30.94288524407555,7.609772086856495,5.2732001473205825,8.920181774105219,16,3,4,5,Tank A (Main Reservoir),1
462.38864727998657,840.9774552195179,555.655280420188,45.471916435472366,31.610641157529944,6.5789598133041665,5.808304860093975,7.1695133119415395,1,14,10,0,Coastal Bio-Swale,1
357.7254749580254,868.8687844567885,557.0804430816526,16.84227139997086,26.69281062840284,8.883097700451682,8.123479220989342,1.0,5,8,12,0,Industrial Basin B,1
457.3114565496282,1228.385570675926,802.4833437134606,10.917084806098707,21.461225924982415,7.89650370776083,6.895780605740179,9.044801526527017,13,24,6,2,Tank A (Main Reservoir),1
367.4544942731518,942.8758280261662,617.9724923414499,8.34099548546396,23.838360232513033,8.256675473169201,8.084662485119944,2.4408750531769385,5,27,2,2,Metro Reservoir A,0
245.33762009161876,1256.7316729269635,819.3225916671433,36.27469893090635,25.920900841479877,6.554899133774448,5.533684042824635,11.448092084731556,1,28,5,2,Effluent Plant C,2
376.45332740430666,674.2745444038773,461.2418470218138,12.894875666358045,23.01986216299457,8.189418187222316,7.059964559677122,7.3811721048232934,0,1,6,2,Coastal Bio-Swale,1
341.599736066466,399.3292940895665,251.52135066293155,29.955273349422697,32.56343594680646,8.158172412534297,5.3101538348925015,7.857005863430805,9,10,5,4,Effluent Plant C,1
369.41211353744694,599.2821548102846,404.9094066424248,4.806029481516973,23.281835765677087,7.823386648977615,7.5436719724278785,4.357853117087746,20,18,12,4,Effluent Plant C,0
250.89621059566576,631.1609207743905,414.9760025276095,5.061275158560908,30.468252178940812,6.860868879010529,6.151077871267568,6.61045166730764,4,16,2,0,Tank A (Main Reservoir),1
461.4099753212913,1281.358378320888,841.9774420404767,20.29123987140414,21.272478579909848,7.395126414060046,8.858586619636656,3.2378970353197634,1,8,7,1,Effluent Plant C,0
277.676643216985,1020.9241233608041,667.0130239013569,2.6234826239787337,30.628804405184216,4.976748558161666,5.462994239623657,8.265598961034643,21,1,4,5,Metro Reservoir A,2
224.14723245198257,608.7630427047161,414.4787512755073,30.174362220164124,27.442925173329655,9.310805541615466,6.471985061670879,7.447059345335402,15,12,8,6,Effluent Plant C,2
337.17335484953463,1042.523353079809,674.4394002691547,8.082087479762535,34.0501228092102,6.475292887507541,4.283190304890729,9.293282306884725,1,8,7,1,Tank A (Main Reservoir),2
386.72231722834647,761.1256666724054,499.70388572149716,27.092988387417172,23.47374957381468,6.798179124466586,9.305898455136692,6.342367710533889,9,24,7,3,Metro Reservoir A,1
253.08953854124178,1290.3655076230896,851.7923093607151,5.106678017669302,25.74354079755362,5.618641761096719,7.604060857593787,4.938179497782968,1,16,9,4,Industrial Basin B,1
209.20561277722425,699.8896265932864,449.3398303149236,13.586363475549888,26.51826959435824,8.007473839558974,6.903807898775118,6.150313903044731,15,18,1,2,Effluent Plant C,1
487.514299516731,338.33322287642346,229.92096164264217,7.59470890067526,27.38999971939875,7.835052052693241,6.946742785504362,6.487481240106048,15,4,10,2,Tank A (Main Reservoir),1
148.17791800546246,743.9746800497951,483.39715947642344,10.85650537402114,26.616076676390037,6.845380448093378,5.26067374694142,10.518270238185591,18,6,6,3,Industrial Basin B,1
419.7354543277868,700.0537003768111,442.6860689715835,8.019306286268042,26.693285736364054,4.3983930620211495,7.337840357950687,3.4877238722838224,6,12,6,1,Industrial Basin B,1
319.42599027700044,397.03200561550443,243.55490786457904,35.14757426051437,26.627749826457347,6.346133407164603,6.935318864687913,7.131051700555932,21,27,6,2,Coastal Bio-Swale,2
422.2991238517796,975.7735271834922,633.3445943355161,12.779977552671175,19.715280469678135,7.752027238553181,8.935427673474956,5.220292487910341,11,9,12,1,Metro Reservoir A,1
584.2055182191905,1227.415649095114,807.7290231278677,3.894422454829204,31.97333800643107,7.501705928885576,7.901207961492784,1.0,23,15,6,5,Effluent Plant C,0
356.0692573551151,463.25470288314017,280.32586122436595,25.04362279839733,39.44454627053474,7.144558234669241,3.94661371424172,4.8396416698737355,14,16,12,3,Tank A (Main Reservoir),1
432.9894063793551,1091.813117876652,711.6830270111124,4.481821644087784,29.193084418403952,6.691262805510252,7.204596621006993,2.978639895013269,7,24,10,6,Coastal Bio-Swale,0
157.72426250805862,618.0107518033586,410.6307600210322,5.645864873707953,23.456996608566826,5.305655821885074,5.7297477377654,12.478894515396266,5,12,7,1,Metro Reservoir A,2
270.6526054462761,792.584433013018,502.4003826052498,2.0772296852024374,23.861845476606852,8.356644622799287,8.092847609874774,4.983135024636908,9,24,10,5,Coastal Bio-Swale,0
489.8649706034081,761.0683326804624,488.35474998600057,24.0225034698965,30.45269600756627,5.471854645104705,5.80794309689666,7.8826973039053065,2,23,6,1,Metro Reservoir A,2
378.1380932382459,792.5867404793228,520.9050507273363,4.370292242290232,29.541877903392972,6.954900825504827,7.366085610483496,1.0,18,14,1,1,Metro Reservoir A,0
328.5866488131878,941.9248015985172,620.7365005124561,3.99643482985016,26.862839557786646,5.958130777573059,7.621372583510807,4.211459846045924,16,13,3,2,Effluent Plant C,1
239.85360884908866,492.7452078656796,336.32536733468214,26.290165183842987,31.013617483516743,8.392427611560766,5.126700505608747,9.437312452117046,6,25,2,0,Metro Reservoir A,1
194.31740578756882,1187.9900327318685,766.330113262714,17.37461235513293,19.744459812982036,7.898432824340722,6.224145410925464,13.287400902894891,20,2,6,4,Coastal Bio-Swale,2
508.0653406820164,951.0628270150289,610.0350690153871,2.5207823725992458,31.016248508924495,6.77135725048717,6.588774186530098,2.199184299048323,19,3,8,1,Metro Reservoir A,0
437.8118481712284,1050.6748329019183,699.4654960330663,15.667433348909395,28.951044658379573,8.02942099005269,7.442558233406462,1.0,3,26,3,1,Effluent Plant C,0
232.52641923464543,565.9802141224654,360.33772051780505,25.422276701121138,24.01620803686707,5.409912830950362,8.838036248827049,4.21612491635239,13,24,10,1,Effluent Plant C,1
345.60699154267263,465.56784168882587,307.6919521737432,1.8176467580500886,22.266704286477264,7.104602464957681,9.479379538082902,1.8677862511329215,19,30,8,0,Coastal Bio-Swale,0
341.77639885916534,1154.814029562321,772.4602677798298,18.441986026472314,28.48530913098251,5.934163884211692,7.203973076406642,3.5582669075272877,21,22,8,5,Industrial Basin B,1
337.6678651411662,452.67522624086024,301.765983992621,8.927908505048734,33.62895254707105,8.430075955261342,4.966671803389438,7.615312039416751,14,10,5,6,Industrial Basin B,2
160.9085251717611,844.7915723676324,556.9472242083284,12.062336053992086,27.087627072011863,7.649147412157015,7.823514821961968,6.234585736871086,23,9,8,6,Metro Reservoir A,1
452.21684938950375,1105.6987495063822,731.4848482268027,7.789570166634306,24.58925993506864,7.979931621374873,8.686704548705924,1.3937007437042697,7,26,6,3,Tank A (Main Reservoir),0
286.45175068934327,761.9594092685422,500.5222918034055,12.966764373533733,28.765153040545012,6.536109378957095,5.324988425192924,9.545286403605274,20,20,5,2,Metro Reservoir A,1
263.07878191605573,1151.0231189088895,756.0457313068079,1.3469275597466939,35.2834872404939,8.093773259036112,3.6024578687292417,9.813801192185231,14,8,9,0,Coastal Bio-Swale,2
379.7537366692412,718.5325088618496,463.6202346188293,15.384584481090128,29.725199252254864,5.859623629691366,7.6381280506463405,1.0,21,10,7,5,Coastal Bio-Swale,1
336.4611376628117,416.7746003656905,282.50311490611296,1.33912273656222,30.157607952837633,6.031769029623055,4.826999693699889,7.666856227135201,19,19,8,1,Coastal Bio-Swale,2
234.001430147436,912.2517623326452,597.098461675015,7.075198150760125,32.89119454388222,6.989812254768528,6.423007913633872,4.197165589382337,13,3,1,5,Coastal Bio-Swale,0
487.39099217727255,859.488810114336,543.887035668393,2.6365486045877002,29.89022959753529,6.078332183029799,8.220299117883547,1.4376148701030689,8,24,11,0,Coastal Bio-Swale,1
406.18022702894683,1606.392873142223,1046.5848066659532,18.34855326036222,24.876121171359383,8.051525865795346,9.21919373945001,1.4692703386556518,7,5,2,0,Effluent Plant C,1
377.69841287301415,516.4673401660941,314.0072902861156,4.7638347188979715,21.021740192407854,6.6318524884143635,8.509014110262836,3.1180286169788363,16,3,8,0,Industrial Basin B,0
347.042226995639,724.4458684011947,478.0289441173652,7.053076450295606,24.313387520886952,5.903208684510901,7.048056173603939,3.139741271338098,1,26,12,3,Coastal Bio-Swale,1
396.9299086029102,580.7403139448837,375.14568862841065,6.59929634452134,23.581094779609302,5.747781713883262,7.92269524473455,5.102410516986137,23,27,9,4,Tank A (Main Reservoir),2
57.76393151681785,757.2546255284612,511.27103326493716,15.806136810007967,30.63723247804531,8.036871991434335,4.926284162341925,12.01874172302166,2,16,4,2,Tank A (Main Reservoir),2
409.834415592802,745.1592702780898,489.24983832766,7.56129584403012,31.19339220539643,4.1471093775191274,5.989542406303752,3.2323656050438183,7,17,12,3,Tank A (Main Reservoir),1
468.38486314056763,538.3100533818474,359.14335060844013,16.556997005936573,28.702288246861954,5.98675336471896,7.641937940446487,1.4360069707544556,11,15,10,3,Tank A (Main Reservoir),1
344.8227899233855,940.4712829090664,600.8141013904229,1.763501667048019,22.925232092627308,8.883485740754628,8.637916558902472,3.185814442394238,0,3,11,4,Effluent Plant C,1
225.03764722378727,735.7568383731607,485.087692192913,3.1269083170786662,35.14638809570678,6.786764003187767,4.318577909420673,7.438711814788669,9,12,10,3,Tank A (Main Reservoir),2
234.09676793119633,1203.6448903651758,775.9625985113368,9.019229652740606,26.335159144641647,8.059743831663164,6.621225933975025,4.158878590984558,19,9,9,0,Coastal Bio-Swale,0
96.00482578598854,605.4328630134046,404.4365377061397,30.391312603616072,30.413924041206148,7.712999185070421,4.847289792720226,8.99356300048414,2,21,4,0,Metro Reservoir A,2
332.8199873221099,1358.4119213954666,871.7842266470485,1.7769978840223013,28.197299346798236,6.970950837175465,6.669691091554554,4.687687912818753,5,12,10,5,Tank A (Main Reservoir),0
325.30879822801734,882.7622019125446,574.8935047717233,1.4403989156533694,28.834653932999657,5.209307300540061,5.991728179704285,4.32753454103531,6,26,10,1,Effluent Plant C,1
196.24763029856874,1181.4000318755297,756.3311963999286,2.7025545577514762,30.27273601336159,5.608955893530624,5.771644967237452,9.031932717251816,19,15,10,3,Effluent Plant C,2
273.06777573896903,834.6360396868604,543.7715253313122,11.2485952427506,25.215919353596192,5.588736402194646,9.067633888053127,2.220466496517957,22,2,9,1,Tank A (Main Reservoir),1
411.8843032304754,565.8036800432079,387.99726108809097,6.09148558609972,33.221609705060665,7.7784608739603724,6.924305543256852,1.4871698203584265,17,23,11,2,Metro Reservoir A,0
